uf,municipio,ibge,site_base,url_concursos,url_processos_seletivos,url_editais,url_convocacoes,url_diario_publicacoes,status_concursos,status_processos_seletivos,status_convocacoes,status_diario_publicacoes,confidence,method,gemini_used,notes,checked_at
RS,Manoel Viana,4311759,https://manoelviana.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,"Nenhuma URL especÃ­fica para concursos, processos seletivos, editais, convocaÃ§Ãµes ou diÃ¡rio oficial foi encontrada nos candidatos fornecidos, que contÃªm apenas a URL base do site.",2026-06-24T15:37:55.271415+00:00
RS,Maquiné,4311775,https://maquine.rs.gov.br/,https://maquine.rs.gov.br/concurso/cat/1,https://maquine.rs.gov.br/concurso/cat/2,,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"As URLs para concursos e processos seletivos são bem específicas. Não foram encontradas URLs claras para editais gerais, convocações ou diário oficial.",2026-06-24T15:37:56.854221+00:00
RS,Maratá,4311791,https://www.marata.rs.gov.br/site,,,https://www.marata.rs.gov.br/site/editais,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,1,heuristic+gemini,1,"Apenas a URL de editais foi encontrada diretamente. Não há URLs explícitas para concursos, processos seletivos, convocações ou diário oficial nos candidatos fornecidos.",2026-06-24T15:37:57.093332+00:00
RS,Marau,4311809,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:37:59.748406+00:00
RS,Marcelino Ramos,4311908,https://www.marcelinoramos.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"Nenhuma URL específica para concursos, processos seletivos, editais, convocações ou diário oficial foi encontrada no texto dos candidatos fornecidos.",2026-06-24T15:37:59.969818+00:00
RS,Mariana Pimentel,4311981,https://marianapimentel.rs.gov.br/,https://marianapimentel.rs.gov.br/pg.php?area=CONCURSOPUBLICO,https://marianapimentel.rs.gov.br/pg.php?area=PROCESSOSELETIVO,,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"As URLs para concursos e processos seletivos parecem diretas. Não foram encontradas URLs específicas para editais gerais, convocações ou diário oficial.",2026-06-24T15:38:02.442561+00:00
RS,Mariano Moro,4312005,https://marianomoro.rs.gov.br/,https://marianomoro.rs.gov.br/pg.php?area=CONCURSOS,,,,https://marianomoro.rs.gov.br/pg.php?area=PUBLICACOES&subarea=5&ano=2026,boa,nao_encontrada,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL para diário/publicações oficiais aponta para um ano futuro (2026), o que pode indicar que é um modelo de URL e não a página atual de publicações.",2026-06-24T15:38:04.376382+00:00
RS,Marques de Souza,4312054,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:04.616949+00:00
RS,Mata,4312104,https://mata.rs.gov.br/,https://mata.rs.gov.br/concursos-e-processos-seletivos,https://mata.rs.gov.br/concursos-e-processos-seletivos,https://mata.rs.gov.br/editais,https://mata.rs.gov.br/editais,,boa,boa,revisar,nao_encontrada,0.8,heuristic+gemini,1,"A página 'Concursos e Processos Seletivos' parece listar ambos. A página '/editais' é mais genérica e pode conter convocações, mas não é explícita. Não foi encontrado um diário oficial ou seção de publicações oficiais.",2026-06-24T15:38:04.753771+00:00
RS,Mato Castelhano,4312138,https://matocastelhano.rs.gov.br/,https://matocastelhano.rs.gov.br/pg.php?area=CONCURSOPUBLICO,https://matocastelhano.rs.gov.br/pg.php?area=PROCESSOSELETIVO,https://matocastelhano.rs.gov.br/noticias_ver.php?id_noticia=1117,,https://matocastelhano.rs.gov.br/pg.php?area=PUBLICACOES&subarea=98&ano=2023,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,"A URL para editais gerais aponta para uma notícia específica, mas é a única opção clara para 'editais' entre os candidatos. Não há uma seção dedicada a convocações/nomeações.",2026-06-24T15:38:06.663962+00:00
RS,Mato Leitão,4312153,https://matoleitao.rs.gov.br/,https://matoleitao.rs.gov.br/concursos-publicos,https://matoleitao.rs.gov.br/concursos,https://matoleitao.rs.gov.br/editais,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A URL para processos seletivos é 'concursos', mas o título da página é 'Processos Seletivos', o que a torna adequada. Não foram encontradas seções específicas para convocações ou diário oficial.",2026-06-24T15:38:09.152701+00:00
RS,Mato Queimado,4312179,https://matoqueimado.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"Página inicial em construção, nenhuma URL oficial para as categorias solicitadas foi encontrada.",2026-06-24T15:38:11.238082+00:00
RS,Maximiliano de Almeida,4312203,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:13.411636+00:00
RS,Minas do Leão,4312252,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:13.559930+00:00
RS,Miraguaí,4312302,https://miraguai.rs.gov.br/,https://miraguai.rs.gov.br/concursos-publicos,https://miraguai.rs.gov.br/processos-seletivos,https://miraguai.rs.gov.br/edital,https://miraguai.rs.gov.br/nomeacoes,https://miraguai.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:38:13.665451+00:00
RS,Montauri,4312351,https://www.montauri.rs.gov.br/,https://www.montauri.rs.gov.br/portal-da-transparencia/concursos-publicos,https://www.montauri.rs.gov.br/portal-da-transparencia/concursos-publicos,,,https://www.montauri.rs.gov.br/portal-da-transparencia/concursos-publicos,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A página de concursos/processos seletivos é a mesma. Não foram encontradas páginas específicas para editais, convocações ou diário oficial.",2026-06-24T15:38:14.163546+00:00
RS,Monte Alegre dos Campos,4312377,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:15.915399+00:00
RS,Monte Belo do Sul,4312385,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:16.009683+00:00
RS,Montenegro,4312401,https://www.montenegro.rs.gov.br/,https://www.montenegro.rs.gov.br/municipio/publicacoes/concursos-publicos/concurso-publico-2016,https://www.montenegro.rs.gov.br/municipio/publicacoes/processos-seletivos-1,https://www.montenegro.rs.gov.br/municipio/portal-da-transparencia/lei-n-13-019-2014-editais-de-parcerias,,https://www.montenegro.rs.gov.br/servicos/diario-oficial,revisar,boa,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL de concursos aponta para um concurso específico de 2016, não para uma lista geral. A URL de editais é para editais de parcerias, não editais gerais. Não foi encontrada uma seção clara para convocações/nomeações.",2026-06-24T15:38:16.153439+00:00
RS,Mormaço,4312427,https://mormaco.rs.gov.br/,https://www.mormaco.rs.gov.br/14420/concurso-publico-01-2025-prefeitura-municipal-de-mormaco,https://www.mormaco.rs.gov.br/1785/edital-001-2018-processo-seletivo-smecd,https://www.mormaco.rs.gov.br/1785/edital-001-2018-processo-seletivo-smecd,,https://www.mormaco.rs.gov.br/publicacoes,revisar,revisar,nao_encontrada,boa,0.7,heuristic+gemini,1,"As URLs de concursos e processos seletivos apontam para notícias individuais, não para seções de listagem. A URL de diário/publicações parece ser uma seção genérica de publicações.",2026-06-24T15:38:18.242265+00:00
RS,Morrinhos do Sul,4312443,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:20.571005+00:00
RS,Morro Redondo,4312450,https://www.morroredondo.rs.gov.br/,https://www.morroredondo.rs.gov.br/portal/editais/3,https://www.morroredondo.rs.gov.br/portal/servicos/1037/inscricoes-para-processos-seletivos,https://www.morroredondo.rs.gov.br/portal/editais,,https://www.morroredondo.rs.gov.br/portal/diario-oficial,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,A URL de concursos aponta para 'Editais de Concurso'. A URL de processos seletivos é específica para inscrições. Não foi encontrada uma seção explícita para convocações/nomeações. O diário oficial foi encontrado.,2026-06-24T15:38:20.682112+00:00
RS,Morro Reuter,4312476,https://www.morroreuter.rs.gov.br/,https://www.morroreuter.rs.gov.br/concursos-publicos,https://www.morroreuter.rs.gov.br/portal-da-transparencia/processos-seletivos,https://www.morroreuter.rs.gov.br/portal-da-transparencia/outros-editais,https://www.morroreuter.rs.gov.br/portal-da-transparencia/convocacao-assinatura-de-contrato,https://www.morroreuter.rs.gov.br/portal-da-transparencia/outros-editais,boa,boa,boa,nao_encontrada,0.9,heuristic+gemini,1,"As URLs para concursos, processos seletivos, editais e convocações foram encontradas e parecem estáveis. Não foi encontrada uma URL específica para diário oficial/publicações oficiais.",2026-06-24T15:38:22.755848+00:00
RS,Mostardas,4312500,https://www.mostardas.rs.gov.br/,,,https://www.mostardas.rs.gov.br/noticia/view/494/edital-n-042026,,,nao_encontrada,nao_encontrada,nao_encontrada,revisar,0.6,heuristic+gemini,1,"O site não possui seções claras para concursos, processos seletivos ou convocações. O link de editais aponta para uma notícia individual, não uma lista. O link de diário/publicações aponta para 'Documentos Gerais' com filtro de categoria 11, que pode ser o diário, mas não é explícito.",2026-06-24T15:38:23.651247+00:00
RS,Muçum,4312609,https://mucum.rs.gov.br/,,,https://mucum.rs.gov.br/publico/editais/vertodos-editais,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A URL de editais parece ser uma seção geral de editais, mas não há distinção clara para concursos, processos seletivos, convocações ou diário oficial. As outras categorias não foram encontradas.",2026-06-24T15:38:25.381571+00:00
RS,Muitos Capões,4312617,https://muitoscapoes.rs.gov.br/,,,https://muitoscapoes.rs.gov.br/,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,"Nenhuma URL relevante foi encontrada nos candidatos fornecidos para concursos, processos seletivos, editais, convocações ou diário oficial.",2026-06-24T15:38:27.415017+00:00
RS,Muliterno,4312625,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:29.982307+00:00
RS,Não-me-toque,4312658,https://naometoque.rs.gov.br/,https://naometoque.rs.gov.br/processoseletivo/concurso-publico-2013-localizacao-das-salas-por-cargo-pretendidoid744,https://naometoque.rs.gov.br/processoseletivo?tipo=estagio&filters=1,https://naometoque.rs.gov.br/processoseletivo/edital-concurso-042010-divulga-gabarito-preliminar-psfid46,https://naometoque.rs.gov.br/governo/secretarias/educacao-cultura-e-desporto/educacao/nomeacoes-e-exoneracoes-secretaria-de-educacao,,boa,boa,boa,nao_encontrada,0.55,heuristic,0,,2026-06-24T15:38:31.910400+00:00
RS,Nicolau Vergueiro,4312674,https://nicolauvergueiro.rs.gov.br/,https://nicolauvergueiro.rs.gov.br/servicos/area-administrativa/concursos,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,1,heuristic+gemini,1,Apenas a URL de concursos foi encontrada com alta confiança. As demais não foram explicitamente identificadas nos candidatos fornecidos.,2026-06-24T15:38:32.495861+00:00
RS,Nonoai,4312708,https://nonoai.rs.gov.br/,https://nonoai.rs.gov.br/publicacoes/concursos/concursos,https://nonoai.rs.gov.br/publicacoes/concursos/seletivos,https://nonoai.rs.gov.br/publicacoes/editais,,https://nonoai.rs.gov.br/publicacoes/legal,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,"As URLs para concursos, processos seletivos e editais são bem específicas. A URL para diário/publicações oficiais foi mapeada para 'Outras Publicações Legais', que parece ser o mais próximo. Não foi encontrada uma URL específica para convocações/nomeações.",2026-06-24T15:38:35.011982+00:00
RS,Nova Alvorada,4312757,https://novaalvorada.rs.gov.br/,http://www.novaalvorada.rs.gov.br/concursos,http://www.novaalvorada.rs.gov.br/concursos,http://www.novaalvorada.rs.gov.br/editais,http://www.novaalvorada.rs.gov.br/concursos,,boa,boa,boa,nao_encontrada,0.9,heuristic+gemini,1,A pÃ¡gina de concursos tambÃ©m inclui processos seletivos e nomeaÃ§Ãµes.,2026-06-24T15:38:36.368491+00:00
RS,Nova Araçá,4312807,https://www.novaaraca.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,Nenhuma URL específica para as categorias solicitadas foi encontrada nos candidatos fornecidos. Apenas a URL da página inicial foi fornecida.,2026-06-24T15:38:37.463358+00:00
RS,Nova Bassano,4312906,https://novabassano.rs.gov.br/,,https://novabassano.rs.gov.br/pagina/view/15?slug=processo-seletivo,https://novabassano.rs.gov.br/licitacao?LicitacaoSearch%5Bid_licitacao_categoria%5D=&LicitacaoSearch%5Bstatus%5D=AB&LicitacaoSearch%5Bq%5D=,,,nao_encontrada,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"Processos seletivos encontrados. Concursos, editais gerais, convocações e diário oficial não foram encontrados em URLs estáveis.",2026-06-24T15:38:38.819483+00:00
RS,Nova Boa Vista,4312955,https://novaboavista.rs.gov.br/pt_BR,https://novaboavista.rs.gov.br/pt_BR/concursos,https://novaboavista.rs.gov.br/pt_BR/concursos,https://novaboavista.rs.gov.br/pt_BR/editais,,https://novaboavista.rs.gov.br/pt_BR/diario-oficial,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,Concursos e processos seletivos estão na mesma página. Não foi encontrada uma página específica para convocações.,2026-06-24T15:38:40.127997+00:00
RS,Nova Bréscia,4313003,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:42.787035+00:00
RS,Nova Candelária,4313011,https://novacandelaria.rs.gov.br/site,https://novacandelaria.rs.gov.br/site/concursos/7448-conc,,,,,boa,nao_encontrada,nao_encontrada,nao_encontrada,0.7,heuristic+gemini,1,"A URL de concursos parece ser uma seção dedicada, não uma notícia individual. As outras categorias não foram encontradas nos candidatos fornecidos.",2026-06-24T15:38:43.651049+00:00
RS,Nova Esperança do Sul,4313037,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:43.722141+00:00
RS,Nova Hartz,4313060,https://www.novahartz.rs.gov.br/,https://www.novahartz.rs.gov.br/portal-da-transparencia/concursos-publicos,https://www.novahartz.rs.gov.br/portal-da-transparencia/processo-seletivo,https://www.novahartz.rs.gov.br/portal-da-transparencia/editais-gerais,https://www.novahartz.rs.gov.br/portal-da-transparencia/processo-seletivo,,boa,boa,nao_encontrada,nao_encontrada,0.9,heuristic+gemini,1,"URLs para concursos, processos seletivos e editais gerais foram encontradas e parecem estáveis. Não foi encontrada uma URL específica para convocações/nomeações ou diário/publicações oficiais.",2026-06-24T15:38:43.828793+00:00
RS,Nova Pádua,4313086,https://novapadua.rs.gov.br/,https://novapadua.rs.gov.br/portal.php?pagina=portal_concursos,https://novapadua.rs.gov.br/portal.php?pagina=portal_concursos&modalidade=2,https://novapadua.rs.gov.br/portal.php?pagina=secao&id=3,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A URL de processos seletivos é uma subseção da página de concursos, filtrada por modalidade.",2026-06-24T15:38:44.968331+00:00
RS,Nova Palma,4313102,https://www.novapalma.rs.gov.br/home,https://www.novapalma.rs.gov.br/editais/concursos-publicos,https://www.novapalma.rs.gov.br/processos-seletivos,https://www.novapalma.rs.gov.br/edital,https://www.novapalma.rs.gov.br/nomeacoes,https://www.novapalma.rs.gov.br/publicacoes-oficiais,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:38:47.016434+00:00
RS,Nova Petrópolis,4313201,https://www.novapetropolis.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,Nenhuma URL específica para as categorias solicitadas foi encontrada nos candidatos fornecidos. A URL base é genérica e não aponta para uma seção específica.,2026-06-24T15:38:49.038201+00:00
RS,Nova Prata,4313300,https://novaprata.rs.gov.br/,https://novaprata.rs.gov.br/page/10,https://novaprata.rs.gov.br/items/Editais/3122/EDITAL%20071%20-%20%20PSS%20CONTRA%C3%87%C3%83O%20PROFESSOR%20DE%20LINGUA%20PORTUGUESA.,https://novaprata.rs.gov.br/items/14,https://novaprata.rs.gov.br/items/Editais/3119/EDITAL%20068%20-%20HOMOLOGA%C3%87%C3%83O%20DE%20RESULTADO%20FINAL%20-%2001%20Odont%C3%B3logo%20PSF%20-%2040H,,boa,nao_encontrada,revisar,nao_encontrada,0.7,heuristic+gemini,1,"A URL de concursos parece ser a seção geral. Não há uma seção clara para processos seletivos. A URL de convocações aponta para um edital específico de homologação, não uma lista geral.",2026-06-24T15:38:51.123789+00:00
RS,Nova Ramada,4313334,https://novaramada.rs.gov.br/,https://novaramada.rs.gov.br/concurso-publico-2024,https://novaramada.rs.gov.br/editais/1378-processo-seletivo-03-2026,https://novaramada.rs.gov.br/editais/1390-edital-de-chamamento-p%C3%BAblico-02-2026,https://novaramada.rs.gov.br/editais/1193-edital-de-convoca%C3%A7%C3%A3o-audi%C3%AAncia-p%C3%BAblica-sa%C3%BAde-rdqa-2%C2%BA-quadrimestre-2025,,boa,boa,boa,nao_encontrada,0.55,heuristic,0,,2026-06-24T15:38:53.470998+00:00
RS,Nova Roma do Sul,4313359,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:55.502519+00:00
RS,Nova Santa Rita,4313375,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:55.601344+00:00
RS,Novo Barreiro,4313490,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:38:56.291778+00:00
RS,Novo Cabrais,4313391,https://novocabrais.rs.gov.br/,https://novocabrais.rs.gov.br/concursos-publicos,https://novocabrais.rs.gov.br/processos-seletivos,https://novocabrais.rs.gov.br/edital,https://novocabrais.rs.gov.br/nomeacoes,https://novocabrais.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:38:56.403664+00:00
RS,Novo Hamburgo,4313409,https://novohamburgo.rs.gov.br/,https://novohamburgo.rs.gov.br/concursos,https://novohamburgo.rs.gov.br/processos-seletivos,https://novohamburgo.rs.gov.br/node/40937,,https://novohamburgo.rs.gov.br/node/41865,boa,boa,nao_encontrada,boa,0.9,heuristic+gemini,1,"As URLs para concursos, processos seletivos e diário oficial são diretas. A URL para editais é um node genérico, mas o título indica ser a seção correta. Não foi encontrada uma URL específica para convocações/nomeações.",2026-06-24T15:38:57.451231+00:00
RS,Novo Machado,4313425,https://novomachado.rs.gov.br/site,,https://novomachado.rs.gov.br/site/conteudos/3703-processos-seletivos-simplificados---homologacao,https://novomachado.rs.gov.br/site/editais/17809-edital-de-convocacao-0372026,https://novomachado.rs.gov.br/site/editais/17803-edital-de-convocacao-0312026,,nao_encontrada,revisar,revisar,nao_encontrada,0.6,heuristic+gemini,1,"A URL de processos seletivos aponta para uma homologação específica, não para uma lista geral. As URLs de convocações também são para editais individuais, não para uma seção de convocações.",2026-06-24T15:38:58.917204+00:00
RS,Novo Tiradentes,4313441,https://www.novotiradentesrs.com.br/site,,,https://www.novotiradentesrs.com.br/site/editais,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,Apenas a URL de editais gerais foi encontrada. As demais categorias não possuem URLs dedicadas e estáveis nos candidatos fornecidos.,2026-06-24T15:39:01.437691+00:00
RS,Novo Xingu,4313466,https://novoxingu.rs.gov.br/,https://novoxingu.rs.gov.br/transparencia/adm/concursos,https://novoxingu.rs.gov.br/transparencia/adm/concursos,https://novoxingu.rs.gov.br/melhorias,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,"A página de concursos e processos seletivos é a mesma. O edital de melhorias é um edital geral, mas não há uma seção dedicada a editais gerais.",2026-06-24T15:39:03.787710+00:00
RS,Osório,4313508,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:04.242430+00:00
RS,Paim Filho,4313607,https://paimfilho.rs.gov.br/,https://paimfilho.rs.gov.br/pg.php?area=CONCURSOS,,,,https://paimfilho.rs.gov.br/pg.php?area=PUBLICACOES&subarea=38&ano=2026,boa,nao_encontrada,nao_encontrada,revisar,0.7,heuristic+gemini,1,"A URL de publicações é genérica e inclui um ano específico (2026), o que pode não ser estável para um diário oficial.",2026-06-24T15:39:05.278047+00:00
RS,Palmares do Sul,4313656,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:05.605859+00:00
RS,Palmeira das Missões,4313706,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:05.712120+00:00
RS,Palmitinho,4313805,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:05.793478+00:00
RS,Panambi,4313904,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:06.115025+00:00
RS,Pantano Grande,4313953,https://www.pantanogrande.rs.gov.br/,https://www.pantanogrande.rs.gov.br/portal/editais/3,https://www.pantanogrande.rs.gov.br/portal/editais/3,https://www.pantanogrande.rs.gov.br/portal/editais/3,https://www.pantanogrande.rs.gov.br/portal/editais/3,https://www.pantanogrande.rs.gov.br/portal/diario-oficial,boa,revisar,revisar,boa,0.8,heuristic+gemini,1,"A URL de editais de concurso (id 3) parece ser a mais genérica para concursos, processos seletivos e convocações, mas não há seções específicas para PSS ou convocações. A URL de diário oficial é clara.",2026-06-24T15:39:06.662033+00:00
RS,Paraí,4314001,https://parai.rs.gov.br/,https://parai.rs.gov.br/concursos,,https://parai.rs.gov.br/pagina/244_Editais-.html,,https://parai.rs.gov.br/diario-oficial,boa,nao_encontrada,nao_encontrada,boa,0.9,heuristic+gemini,1,"Encontrado link direto para concursos, editais e diário oficial. Não foram encontrados links específicos para processos seletivos ou convocações/nomeações.",2026-06-24T15:39:08.597273+00:00
RS,Paraíso do Sul,4314027,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:10.717737+00:00
RS,Pareci Novo,4314035,https://www.parecinovo.rs.gov.br/site,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,Nenhuma URL especÃ­fica para as categorias solicitadas foi encontrada no texto fornecido. Apenas a URL base do site foi listada nos candidatos.,2026-06-24T15:39:10.840012+00:00
RS,Parobé,4314050,https://parobe.atende.net/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,Nenhuma URL específica para as categorias solicitadas foi encontrada nos candidatos fornecidos. Apenas a URL base do portal foi listada.,2026-06-24T15:39:12.970821+00:00
RS,Passa Sete,4314068,https://www.passasete.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,heuristic+gemini,1,Nenhuma URL relevante encontrada nos candidatos fornecidos.,2026-06-24T15:39:13.668864+00:00
RS,Passo do Sobrado,4314076,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:15.377460+00:00
RS,Passo Fundo,4314100,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:15.464658+00:00
RS,Paulo Bento,4314134,https://www.paulobento.rs.gov.br/,https://www.paulobento.rs.gov.br/pg.php?area=CONCURSOS,https://www.paulobento.rs.gov.br/noticias_ver.php?id_noticia=2009,,,https://www.paulobento.rs.gov.br/pg.php?area=PUBLICACOES&subarea=17&ano=2026,boa,revisar,nao_encontrada,boa,0.8,heuristic+gemini,1,"A URL de processos seletivos aponta para uma notícia individual, não para uma seção geral. Não foi encontrada uma seção específica para editais ou convocações.",2026-06-24T15:39:15.510364+00:00
RS,Paverama,4314159,https://paverama.rs.gov.br/,https://paverama.rs.gov.br/concurso/visualizar/id/3963?nomeia-servidor-em-carater-efetivo.html,https://paverama.rs.gov.br/concurso/id/202?processo-seletivo.html,https://paverama.rs.gov.br/licitacao/id/109?tomada-de-preco.html,https://paverama.rs.gov.br/concurso/id/201?convocacao.html,https://paverama.rs.gov.br/diario-oficial/bcid/53?diario-oficial.html,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:39:15.932739+00:00
RS,Pedras Altas,4314175,https://www.pedrasaltas.rs.gov.br/,https://www.pedrasaltas.rs.gov.br/concursos,https://www.pedrasaltas.rs.gov.br/processo_seletivo,https://www.pedrasaltas.rs.gov.br/licitacoes/detalhe/1915/edital-processo-seletivo-simplificado-n-06-2026-psicologo,https://www.pedrasaltas.rs.gov.br/legislacao/categoria/21/ato-de-nomeacao,,boa,boa,boa,nao_encontrada,0.55,heuristic,0,,2026-06-24T15:39:17.406155+00:00
RS,Pedro Osório,4314209,https://www.pedroosorio.rs.gov.br/,https://www.pedroosorio.rs.gov.br/concursos-publicos,https://www.pedroosorio.rs.gov.br/processos-seletivos,https://www.pedroosorio.rs.gov.br/licitacao/detalhe/662/pedital-pregao-eletronico-0112026-registro-de-precos-unitarios-fornecimento-de-equipamentos-para-a-santa-casa-de-misericordia-de-pedro-osorio-licitacao-exclusiva-para-meeppp,https://www.pedroosorio.rs.gov.br/nomeacoes,https://www.pedroosorio.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:39:19.655579+00:00
RS,Pejuçara,4314308,https://pejucara.rs.gov.br/,https://pejucara.rs.gov.br/concursos-publicos,https://pejucara.rs.gov.br/processos-seletivos,https://pejucara.rs.gov.br/edital,https://pejucara.rs.gov.br/nomeacoes,https://pejucara.rs.gov.br/diario-oficial,boa,boa,boa,boa,0.55,heuristic,0,,2026-06-24T15:39:19.721588+00:00
RS,Pelotas,4314407,https://pelotas.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.1,heuristic+gemini,1,"Nenhuma URL especÃ­fica para concursos, processos seletivos, editais, convocaÃ§Ãµes ou diÃ¡rio oficial foi encontrada nos candidatos fornecidos. Os candidatos sÃ£o a pÃ¡gina inicial e uma notÃ­cia especÃ­fica, que nÃ£o atendem aos requisitos.",2026-06-24T15:39:20.278212+00:00
RS,Picada Café,4314423,https://www.picadacafe.rs.gov.br/,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0.5,heuristic+gemini,1,"Nenhuma URL específica para concursos, processos seletivos, editais, convocações ou diário oficial foi encontrada nos candidatos fornecidos. A página inicial não oferece links diretos para essas seções.",2026-06-24T15:39:21.817002+00:00
RS,Pinhal,4314456,https://pinhal.atende.net/,https://pinhal.atende.net/cidadao/pagina/concursos,https://pinhal.atende.net/cidadao/pagina/processo-seletivo-publico,https://pinhal.atende.net/cidadao/pagina/aviso-de-licitacao-e-edital,,,boa,boa,nao_encontrada,nao_encontrada,0.8,heuristic+gemini,1,Concursos e processos seletivos encontrados. Não há seção clara para convocações ou diário oficial.,2026-06-24T15:39:24.137732+00:00
RS,Pinhal da Serra,4314464,,,,,,,nao_encontrada,nao_encontrada,nao_encontrada,nao_encontrada,0,site_not_found,0,,2026-06-24T15:39:26.008783+00:00
